"PC1","PC2","probability","gibbs_energy"
0.0308675799086758,1.46362557077626,0.0116269141129901,6.45892739496386
0.0308675799086758,1.46397716894977,0.012153200302775,6.39473597948696
0.0308675799086758,1.46432876712329,0.012648597216176,6.33680299484124
0.0308675799086758,1.4646803652968,0.0131067793674857,6.28520722681895
0.0308675799086758,1.46503196347032,0.0135216071473912,6.24002619819615
0.0308675799086758,1.46538356164384,0.0138872661787598,6.20133529340811
0.0308675799086758,1.46573515981735,0.0141984072511811,6.16920695480979
0.0308675799086758,1.46608675799087,0.0144502820171198,6.14370995439475
0.0308675799086758,1.46643835616438,0.0146388694796433,6.12490874241147
0.0308675799086758,1.4667899543379,0.0147609883874864,6.11286287228843
0.0308675799086758,1.46714155251142,0.0148143909867757,6.10762649968651
0.0308675799086758,1.46749315068493,0.0147978341536659,6.10924795233974
0.0308675799086758,1.46784474885845,0.0147111247262571,6.11776936660677
0.0308675799086758,1.46819634703196,0.0145551368305648,6.13322638630031
0.0308675799086758,1.46854794520548,0.0143318001044126,6.15564791934997
0.0308675799086758,1.468899543379,0.0140440589059251,6.18505594813647
0.0308675799086758,1.46925114155251,0.0136958037852657,6.2214653898619
0.0308675799086758,1.46960273972603,0.0132917776337561,6.26488400404046
0.0308675799086758,1.46995433789954,0.012837459941265,6.31531234505965
0.0308675799086758,1.47030593607306,0.0123389334361615,6.37274375872104
0.0308675799086758,1.47065753424658,0.0118027380088275,6.43716442268099
0.0308675799086758,1.47100913242009,0.01123571720041,6.5085534317236
0.0308675799086758,1.47136073059361,0.010644862659476,6.58688292977144
0.0308675799086758,1.47171232876712,0.0100371618330293,6.67211829142078
0.0308675799086758,1.47206392694064,0.00941945378275851,6.76421835653432
0.0308675799086758,1.47241552511416,0.00879829743382038,6.86313572198652
0.0308675799086758,1.47276712328767,0.0081798558141262,6.96881709497877
0.0308675799086758,1.47311872146119,0.00756979897657579,7.0812037123811
0.0308675799086758,1.4734703196347,0.0069732273683265,7.20023183025771
0.0308675799086758,1.47382191780822,0.00639461647322875,7.32583328705935
0.0308675799086758,1.47417351598174,0.00583778265580134,7.45793614287475
0.0308675799086758,1.47452511415525,0.00530586932078751,7.59646539560831
0.0308675799086758,1.47487671232877,0.00480135180594513,7.74134377299447
0.0308675799086758,1.47522831050228,0.00432605887165902,7.89249259698189
0.0308675799086758,1.4755799086758,0.00388120825275484,8.04983271428781
0.0308675799086758,1.47593150684932,0.00346745349866393,8.21328548390825
0.0308675799086758,1.47628310502283,0.00308493924131594,8.38277380920341
0.0308675799086758,1.47663470319635,0.00273336208136592,8.55822319900055
0.0308675799086758,1.47698630136986,0.00241203445193736,8.73956283916148
0.0308675799086758,1.47733789954338,0.00211994908039711,8.92672665343755
0.0308675799086758,1.47768949771689,0.0018558419962261,9.11965433039927
0.0308675799086758,1.47804109589041,0.0016182524003899,9.31829229196209
0.0308675799086758,1.47839269406393,0.00140557809401184,9.52259457871167
0.0308675799086758,1.47874429223744,0.00121612553995078,9.73252362798013
0.0308675799086758,1.47909589041096,0.00104815398237639,9.94805092248552
0.0308675799086758,1.47944748858447,0.000899913363288593,10.169157490315
0.0308675799086758,1.47979908675799,0.000769676042356148,10.395834240995
0.0308675799086758,1.48015068493151,0.000655762542890196,10.6280821271844
0.0308675799086758,1.48050228310502,0.000556561711448688,10.8659121268932
0.0308675799086758,1.48085388127854,0.000470545793780988,11
0.0308675799086758,1.48120547945205,0.000396281000208791,11
0.0308675799086758,1.48155707762557,0.000332434165302118,11
0.0308675799086758,1.48190867579909,0.000277776106870052,11
0.0308675799086758,1.4822602739726,0.000231182265086091,11
0.0308675799086758,1.48261187214612,0.000191631160927362,11
0.0308675799086758,1.48296347031963,0.000158201160276527,11
0.0308675799086758,1.48331506849315,0.000130065971334691,11
0.0308675799086758,1.48366666666667,0.000106489242716153,11
0.0308675799086758,1.48401826484018,8.68185709777216e-05,11
0.0308675799086758,1.4843698630137,7.04791716358884e-05,11
0.0308675799086758,1.48472146118721,5.69674183367228e-05,11
0.0308675799086758,1.48507305936073,4.58444114510532e-05,11
0.0308675799086758,1.48542465753425,3.67297001096943e-05,11
0.0308675799086758,1.48577625570776,2.92952503165866e-05,11
0.0308675799086758,1.48612785388128,2.32597257822108e-05,11
0.0308675799086758,1.48647945205479,1.83831268720921e-05,11
0.0308675799086758,1.48683105022831,1.44618158925214e-05,11
0.0308675799086758,1.48718264840183,1.13239431858279e-05,11
0.0308675799086758,1.48753424657534,8.82527759216907e-06,11
0.0308675799086758,1.48788584474886,6.84543624815999e-06,11
0.0308675799086758,1.48823744292237,5.2845020165345e-06,11
0.0308675799086758,1.48858904109589,4.06001174041635e-06,11
0.0308675799086758,1.48894063926941,3.10429472617217e-06,11
0.0308675799086758,1.48929223744292,2.36213817269135e-06,11
0.0308675799086758,1.48964383561644,1.78875451656215e-06,11
0.0308675799086758,1.48999543378995,1.34802471566619e-06,11
0.0308675799086758,1.49034703196347,1.01099123077584e-06,11
0.0308675799086758,1.49069863013699,7.54574779863171e-07,11
0.0308675799086758,1.4910502283105,5.60489734206754e-07,11
0.0308675799086758,1.49140182648402,4.14334204931475e-07,11
0.0308675799086758,1.49175342465753,3.04832343748462e-07,11
0.0308675799086758,1.49210502283105,2.23208067911914e-07,11
0.0308675799086758,1.49245662100457,1.62671238900077e-07,11
0.0308675799086758,1.49280821917808,1.17999207170402e-07,11
0.0308675799086758,1.4931598173516,8.51985209652633e-08,11
0.0308675799086758,1.49351141552511,6.12334351126125e-08,11
0.0308675799086758,1.49386301369863,4.38096061211713e-08,11
0.0308675799086758,1.49421461187215,3.12029929391388e-08,11
0.0308675799086758,1.49456621004566,2.21254784847874e-08,11
0.0308675799086758,1.49491780821918,1.56200740515065e-08,11
0.0308675799086758,1.49526940639269,1.09797628951678e-08,11
0.0308675799086758,1.49562100456621,7.68508269650559e-09,11
0.0308675799086758,1.49597260273973,5.35644575050385e-09,11
0.0308675799086758,1.49632420091324,3.71796058506606e-09,11
0.0308675799086758,1.49667579908676,2.57016131309065e-09,11
0.0308675799086758,1.49702739726027,1.76958457580312e-09,11
0.0308675799086758,1.49737899543379,1.21357196560391e-09,11
0.0308675799086758,1.49773059360731,8.29031544309744e-10,11
0.0308675799086758,1.49808219178082,5.64177962683874e-10,11
0.0308675799086758,1.49843378995434,3.82498152255946e-10,11
0.0308675799086758,1.49878538812785,2.58368794427474e-10,11
0.0308675799086758,1.49913698630137,1.73891685930744e-10,11
0.0308675799086758,1.49948858447489,1.16621356809302e-10,11
0.0308675799086758,1.4998401826484,7.79423005803495e-11,11
0.0308675799086758,1.50019178082192,5.19162936161218e-11,11
0.0308675799086758,1.50054337899543,3.4467886200259e-11,11
0.0308675799086758,1.50089497716895,2.28117713113448e-11,11
0.0308675799086758,1.50124657534247,1.50521922808179e-11,11
0.0308675799086758,1.50159817351598,9.90405271938628e-12,11
0.0308675799086758,1.5019497716895,6.49966707550042e-12,11
0.0308675799086758,1.50230136986301,4.25546762408523e-12,11
0.0308675799086758,1.50265296803653,2.78047806949139e-12,11
0.0308675799086758,1.50300456621005,1.81374190749844e-12,11
0.0308675799086758,1.50335616438356,1.18172931734185e-12,11
0.0308675799086758,1.50370776255708,7.6946586169588e-13,11
0.0308675799086758,1.50405936073059,5.0104349966185e-13,11
0.0308675799086758,1.50441095890411,3.26518655853706e-13,11
0.0308675799086758,1.50476255707763,2.13139612659951e-13,11
0.0308675799086758,1.50511415525114,1.39496027692325e-13,11
0.0308675799086758,1.50546575342466,9.16325502444181e-14,11
0.0308675799086758,1.50581735159817,6.04771648819565e-14,11
0.0308675799086758,1.50616894977169,4.01459991514485e-14,11
0.0308675799086758,1.50652054794521,2.68300675656476e-14,11
0.0308675799086758,1.50687214611872,1.80668515611776e-14,11
0.0308675799086758,1.50722374429224,1.22653648217667e-14,11
0.0308675799086758,1.50757534246575,8.39753303252754e-15,11
0.0308675799086758,1.50792694063927,5.79827572815332e-15,11
0.0308675799086758,1.50827853881279,4.0363697904609e-15,11
0.0308675799086758,1.5086301369863,2.83123700693082e-15,11
0.0308675799086758,1.50898173515982,1.99942664910765e-15,11
0.0308675799086758,1.50933333333333,1.42023930788524e-15,11
0.0308675799086758,1.50968493150685,1.01365520024248e-15,11
0.0308675799086758,1.51003652968037,7.26154289079256e-16,11
0.0308675799086758,1.51038812785388,5.21589914876898e-16,11
0.0308675799086758,1.5107397260274,3.75295923019887e-16,11
0.0308675799086758,1.51109132420091,2.70263284029376e-16,11
0.0308675799086758,1.51144292237443,1.9464324445335e-16,11
0.0308675799086758,1.51179452054795,1.40103345840308e-16,11
0.0308675799086758,1.51214611872146,1.00734375588943e-16,11
0.0308675799086758,1.51249771689498,7.23155546575377e-17,11
0.0308675799086758,1.51284931506849,5.18146466541795e-17,11
0.0308675799086758,1.51320091324201,3.70437106545523e-17,11
0.0308675799086758,1.51355251141553,2.64191936337401e-17,11
0.0308675799086758,1.51390410958904,1.87928702600939e-17,11
0.0308675799086758,1.51425570776256,1.33315287523123e-17,11
0.0308675799086758,1.51460730593607,9.43063420643957e-18,11
0.0308675799086758,1.51495890410959,6.65196351559508e-18,11
0.0308675799086758,1.51531050228311,4.67833463117384e-18,11
0.0308675799086758,1.51566210045662,3.28063580002571e-18,11
0.0308675799086758,1.51601369863014,2.29376794599038e-18,11
0.0308675799086758,1.51636529680365,1.59907956244309e-18,11
0.0308675799086758,1.51671689497717,1.11154712305424e-18,11
0.0308675799086758,1.51706849315068,7.70430562253208e-19,11
0.0308675799086758,1.5174200913242,5.32474834878696e-19,11
0.0308675799086758,1.51777168949772,3.66975835424655e-19,11
0.0308675799086758,1.51812328767123,2.52209494681199e-19,11
0.0308675799086758,1.51847488584475,1.72855455487516e-19,11
0.0308675799086758,1.51882648401826,1.18144453288837e-19,11
0.0308675799086758,1.51917808219178,8.0530684370145e-20,11
0.0308675799086758,1.5195296803653,5.47437347416561e-20,11
0.0308675799086758,1.51988127853881,3.71139575442738e-20,11
0.0308675799086758,1.52023287671233,2.50941327958103e-20,11
0.0308675799086758,1.52058447488584,1.69214962402791e-20,11
0.0308675799086758,1.52093607305936,1.13797771637396e-20,11
0.0308675799086758,1.52128767123288,7.63222514386409e-21,11
0.0308675799086758,1.52163926940639,5.10484157146107e-21,11
0.0308675799086758,1.52199086757991,3.40498878584184e-21,11
0.0308675799086758,1.52234246575342,2.26484047007333e-21,11
0.0308675799086758,1.52269406392694,1.50221471061467e-21,11
0.0308675799086758,1.52304566210046,9.93529630101133e-22,11
0.0308675799086758,1.52339726027397,6.55185527539271e-22,11
0.0308675799086758,1.52374885844749,4.30785668864256e-22,11
0.0308675799086758,1.524100456621,2.82390048989253e-22,11
0.0308675799086758,1.52445205479452,1.84546425853612e-22,11
0.0308675799086758,1.52480365296804,1.20228224811274e-22,11
0.0308675799086758,1.52515525114155,7.8077885508637e-23,11
0.0308675799086758,1.52550684931507,5.05413517213871e-23,11
0.0308675799086758,1.52585844748858,3.26091631019772e-23,11
0.0308675799086758,1.5262100456621,2.09692981060434e-23,11
0.0308675799086758,1.52656164383562,1.34387205833191e-23,11
0.0308675799086758,1.52691324200913,8.58304140886628e-24,11
0.0308675799086758,1.52726484018265,5.46279012525377e-24,11
0.0308675799086758,1.52761643835616,3.4646558120651e-24,11
0.0308675799086758,1.52796803652968,2.18958509301858e-24,11
0.0308675799086758,1.5283196347032,1.37881289513693e-24,11
0.0308675799086758,1.52867123287671,8.65123508648244e-25,11
0.0308675799086758,1.52902283105023,5.40840990311295e-25,11
0.0308675799086758,1.52937442922374,3.36876918310725e-25,11
0.0308675799086758,1.52972602739726,2.0906273214909e-25,11
0.0308675799086758,1.53007762557078,1.29265120511174e-25,11
0.0308675799086758,1.53042922374429,7.96311998515579e-26,11
0.0308675799086758,1.53078082191781,4.88744964010463e-26,11
0.0308675799086758,1.53113242009132,2.98868802358744e-26,11
0.0308675799086758,1.53148401826484,1.82088445622548e-26,11
0.0308675799086758,1.53183561643836,1.10533544463382e-26,11
0.0308675799086758,1.53218721461187,6.68535034782529e-27,11
0.0308675799086758,1.53253881278539,4.02886857605955e-27,11
0.0308675799086758,1.5328904109589,2.41926434058883e-27,11
0.0308675799086758,1.53324200913242,1.44756857128939e-27,11
0.0308675799086758,1.53359360730594,8.63110947585921e-28,11
0.0308675799086758,1.53394520547945,5.12841844924747e-28,11
0.0308675799086758,1.53429680365297,3.03674834840503e-28,11
0.0308675799086758,1.53464840182648,1.79210379648825e-28,11
0.0308675799086758,1.535,1.05406677699929e-28,11
0.0316438356164384,1.458,0.00408077354287143,7.97712963630872
0.0316438356164384,1.45835159817352,0.00455267723859243,7.81845773171351
0.0316438356164384,1.45870319634703,0.00505939329476459,7.66543762238347
0.0316438356164384,1.45905479452055,0.00560071501694593,7.51804846130151
0.0316438356164384,1.45940639269406,0.00617597425425997,7.37627852066862
0.0316438356164384,1.45975799086758,0.00678398949672134,7.24012539666787
0.0316438356164384,1.4601095890411,0.00742301707426234,7.10959605146547
0.0316438356164384,1.46046118721461,0.00809070750594545,6.98470669116367
0.0316438356164384,1.46081278538813,0.0087840692919928,6.8654824834294
0.0316438356164384,1.46116438356164,0.00949944261676886,6.75195712332316
0.0316438356164384,1.46151598173516,0.0102324855101997,6.64417226020037
0.0316438356164384,1.46186757990868,0.0109781749726463,6.54217680222541
0.0316438356164384,1.46221917808219,0.0117308253825418,6.44602611786382
0.0316438356164384,1.46257077625571,0.0124841261624468,6.35578115560533
0.0316438356164384,1.46292237442922,0.0132312001720123,6.27150750407926
0.0316438356164384,1.46327397260274,0.0139646836308786,6.19327441469451
0.0316438356164384,1.46362557077626,0.0146768275681437,6.12115380805027
0.0316438356164384,1.46397716894977,0.0153596198772049,6.05521928376263
0.0316438356164384,1.46432876712329,0.0160049260667152,5.9955451511887
0.0316438356164384,1.4646803652968,0.0166046457909048,5.942205495987
0.0316438356164384,1.46503196347032,0.0171508812734872,5.89527329469781
0.0316438356164384,1.46538356164384,0.0176361128698794,5.85481958672785
0.0316438356164384,1.46573515981735,0.0180533763028229,5.82091271041583
0.0316438356164384,1.46608675799087,0.0183964356115039,5.79361760735327
0.0316438356164384,1.46643835616438,0.0186599456189298,5.77299519692546
0.0316438356164384,1.4667899543379,0.0188395977779172,5.75910182117244
0.0316438356164384,1.46714155251142,0.0189322436169581,5.75198875858172
0.0316438356164384,1.46749315068493,0.0189359906691158,5.75170180431786
0.0316438356164384,1.46784474885845,0.0188502667062244,5.75828091365949
0.0316438356164384,1.46819634703196,0.0186758492748881,5.77175990502396
0.0316438356164384,1.46854794520548,0.0184148588818429,5.7921662188819
0.0316438356164384,1.468899543379,0.0180707156334504,5.81952072905418
0.0316438356164384,1.46925114155251,0.0176480606189337,5.8538376033014
0.0316438356164384,1.46960273972603,0.0171526447584475,5.89512421071196
0.0316438356164384,1.46995433789954,0.016591189137185,5.94338107412835
0.0316438356164384,1.47030593607306,0.0159712219458385,5.99860186667241
0.0316438356164384,1.47065753424658,0.015300897989106,6.06077345230106
0.0316438356164384,1.47100913242009,0.0145888072674906,6.12987597119521
0.0316438356164384,1.47136073059361,0.0138437793621408,6.20588297161896
0.0316438356164384,1.47171232876712,0.0130746902565632,6.28876159063462
0.0316438356164384,1.47206392694064,0.0122902778305082,6.37847278667998
0.0316438356164384,1.47241552511416,0.0114989715952341,6.474971627464
0.0316438356164384,1.47276712328767,0.0107087413549395,6.57820763686486
0.0316438356164384,1.47311872146119,0.00992696843568648,6.68812520448241
0.0316438356164384,1.4734703196347,0.00916034198564821,6.80466406115714
0.0316438356164384,1.47382191780822,0.00841478168494775,6.92775982309118
0.0316438356164384,1.47417351598174,0.00769538707244624,7.05734460615882
0.0316438356164384,1.47452511415525,0.00700641265605751,7.19334771056502
0.0316438356164384,1.47487671232877,0.00635126706791199,7.33569637420674
0.0316438356164384,1.47522831050228,0.00573253378926173,7.4843165909296
0.0316438356164384,1.4755799086758,0.00515201042249417,7.6391339874146
0.0316438356164384,1.47593150684932,0.00461076313616278,7.80007474974508
0.0316438356164384,1.47628310502283,0.00410919274851397,7.96706658791262
0.0316438356164384,1.47663470319635,0.00364710893029624,8.1400397237464
0.0316438356164384,1.47698630136986,0.00322380917514375,8.31892788516399
0.0316438356164384,1.47733789954338,0.00283815947649369,8.50366928740531
0.0316438356164384,1.47768949771689,0.00248867403170051,8.69420758021229
0.0316438356164384,1.47804109589041,0.00217359173415742,8.89049273890711
0.0316438356164384,1.47839269406393,0.00189094768176792,9.09248187714862
0.0316438356164384,1.47874429223744,0.00163863839732648,9.30013995990888
0.0316438356164384,1.47909589041096,0.00141447990013096,9.51344039693886
0.0316438356164384,1.47944748858447,0.00121625817053794,9.73236549967928
0.0316438356164384,1.47979908675799,0.00104177189781193,9.95690678811396
0.0316438356164384,1.48015068493151,0.000888867689391072,10.1870651383191
0.0316438356164384,1.48050228310502,0.000755468144289367,10.4228507662056
0.0316438356164384,1.48085388127854,0.000639593356448574,10.6642830479442
0.0316438356164384,1.48120547945205,0.000539376520241614,10.9113901825289
0.0316438356164384,1.48155707762557,0.000453074366989161,11
0.0316438356164384,1.48190867579909,0.0003790731765107,11
0.0316438356164384,1.4822602739726,0.000315891090112252,11
0.0316438356164384,1.48261187214612,0.000262177409528527,11
0.0316438356164384,1.48296347031963,0.000216709508028224,11
0.0316438356164384,1.48331506849315,0.000178387911958394,11
0.0316438356164384,1.48366666666667,0.000146230039054395,11
0.0316438356164384,1.48401826484018,0.000119363008215096,11
0.0316438356164384,1.4843698630137,9.7015867280591e-05,11
0.0316438356164384,1.48472146118721,7.85115227081051e-05,11
0.0316438356164384,1.48507305936073,6.3258599074433e-05,11
0.0316438356164384,1.48542465753425,5.07434074779473e-05,11
0.0316438356164384,1.48577625570776,4.05221600786083e-05,11
0.0316438356164384,1.48612785388128,3.22135327606321e-05,11
0.0316438356164384,1.48647945205479,2.5491648581203e-05,11
0.0316438356164384,1.48683105022831,2.00795305449453e-05,11
0.0316438356164384,1.48718264840183,1.57430525764707e-05,11
0.0316438356164384,1.48753424657534,1.22854016632051e-05,11
0.0316438356164384,1.48788584474886,9.54205140066835e-06,11
0.0316438356164384,1.48823744292237,7.3762370779409e-06,11
0.0316438356164384,1.48858904109589,5.67491456973912e-06,11
0.0316438356164384,1.48894063926941,4.34517931055056e-06,11
0.0316438356164384,1.48929223744292,3.31111723876089e-06,11
0.0316438356164384,1.48964383561644,2.51105658682317e-06,11
0.0316438356164384,1.48999543378995,1.89518756478751e-06,11
0.0316438356164384,1.49034703196347,1.42351616976032e-06,11
0.0316438356164384,1.49069863013699,1.06411839876744e-06,11
0.0316438356164384,1.4910502283105,7.91661902690227e-07,11
0.0316438356164384,1.49140182648402,5.86163457326789e-07,11
0.0316438356164384,1.49175342465753,4.31952414296671e-07,11
0.0316438356164384,1.49210502283105,3.16812407642422e-07,11
0.0316438356164384,1.49245662100457,2.31275919766271e-07,11
0.0316438356164384,1.49280821917808,1.6804875270921e-07,11
0.0316438356164384,1.4931598173516,1.21543921074089e-07,11
0.0316438356164384,1.49351141552511,8.75069088127592e-08,11
0.0316438356164384,1.49386301369863,6.27165560724814e-08,11
0.0316438356164384,1.49421461187215,4.4748021127322e-08,11
0.0316438356164384,1.49456621004566,3.17862663258005e-08,11
0.0316438356164384,1.49491780821918,2.24803282108216e-08,11
0.0316438356164384,1.49526940639269,1.58302430489481e-08,11
0.0316438356164384,1.49562100456621,1.10999109105271e-08,11
0.0316438356164384,1.49597260273973,7.7504016725501e-09,11
0.0316438356164384,1.49632420091324,5.38924712406508e-09,11
0.0316438356164384,1.49667579908676,3.73214012492208e-09,11
0.0316438356164384,1.49702739726027,2.57419163879392e-09,11
0.0316438356164384,1.49737899543379,1.76849718854816e-09,11
0.0316438356164384,1.49773059360731,1.21025336798488e-09,11
0.0316438356164384,1.49808219178082,8.25059097562291e-10,11
0.0316438356164384,1.49843378995434,5.60350621367585e-10,11
0.0316438356164384,1.49878538812785,3.79167527620464e-10,11
0.0316438356164384,1.49913698630137,2.55641378820212e-10,11
0.0316438356164384,1.49948858447489,1.71749229496551e-10,11
0.0316438356164384,1.4998401826484,1.14990162775484e-10,11
0.0316438356164384,1.50019178082192,7.67312979521529e-11,11
0.0316438356164384,1.50054337899543,5.10365062855145e-11,11
0.0316438356164384,1.50089497716895,3.38411762159535e-11,11
0.0316438356164384,1.50124657534247,2.23736735035474e-11,11
0.0316438356164384,1.50159817351598,1.47517126943651e-11,11
0.0316438356164384,1.5019497716895,9.70208925721333e-12,11
0.0316438356164384,1.50230136986301,6.36696824956384e-12,11
0.0316438356164384,1.50265296803653,4.17060232992161e-12,11
0.0316438356164384,1.50300456621005,2.72803324286284e-12,11
0.0316438356164384,1.50335616438356,1.7828231671356e-12,11
0.0316438356164384,1.50370776255708,1.16476615419314e-12,11
0.0316438356164384,1.50405936073059,7.61288857659077e-13,11
0.0316438356164384,1.50441095890411,4.98188879265315e-13,11
0.0316438356164384,1.50476255707763,3.26714709349192e-13,11
0.0316438356164384,1.50511415525114,2.1493410852986e-13,11
0.0316438356164384,1.50546575342466,1.41990281533147e-13,11
0.0316438356164384,1.50581735159817,9.42945677784563e-14,11
0.0316438356164384,1.50616894977169,6.30123930728971e-14,11
0.0316438356164384,1.50652054794521,4.24093835149042e-14,11
0.0316438356164384,1.50687214611872,2.87672812526801e-14,11
0.0316438356164384,1.50722374429224,1.9675818717037e-14,11
0.0316438356164384,1.50757534246575,1.35716842275158e-14,11
0.0316438356164384,1.50792694063927,9.43926427782122e-15,11
0.0316438356164384,1.50827853881279,6.61691396692831e-15,11
0.0316438356164384,1.5086301369863,4.67182179623348e-15,11
0.0316438356164384,1.50898173515982,3.31931480512203e-15,11
0.0316438356164384,1.50933333333333,2.37086965340962e-15,11
0.0316438356164384,1.50968493150685,1.70061871748895e-15,11
0.0316438356164384,1.51003652968037,1.22374847948552e-15,11
0.0316438356164384,1.51038812785388,8.82534766979598e-16,11
0.0316438356164384,1.5107397260274,6.37280209564847e-16,11
0.0316438356164384,1.51109132420091,4.60400785526956e-16,11
0.0316438356164384,1.51144292237443,3.32539473475029e-16,11
0.0316438356164384,1.51179452054795,2.39989530865487e-16,11
0.0316438356164384,1.51214611872146,1.72968446281444e-16,11
0.0316438356164384,1.51249771689498,1.24448482447477e-16,11
0.0316438356164384,1.51284931506849,8.93547354202972e-17,11
0.0316438356164384,1.51320091324201,6.40085068421306e-17,11
0.0316438356164384,1.51355251141553,4.57364254126991e-17,11
0.0316438356164384,1.51390410958904,3.25930238091827e-17,11
0.0316438356164384,1.51425570776256,2.31620062378302e-17,11
0.0316438356164384,1.51460730593607,1.64127921229563e-17,11
0.0316438356164384,1.51495890410959,1.15963427138191e-17,11
0.0316438356164384,1.51531050228311,8.16918828933756e-18,11
0.0316438356164384,1.51566210045662,5.7378689466669e-18,11
0.0316438356164384,1.51601369863014,4.0182471513246e-18,11
0.0316438356164384,1.51636529680365,2.80570421181979e-18,11
0.0316438356164384,1.51671689497717,1.95332502255759e-18,11
0.0316438356164384,1.51706849315068,1.35595390352767e-18,11
0.0316438356164384,1.5174200913242,9.38566042050497e-19,11
0.0316438356164384,1.51777168949772,6.47808312297556e-19,11
0.0316438356164384,1.51812328767123,4.4586370083545e-19,11
0.0316438356164384,1.51847488584475,3.06015271798762e-19,11
0.0316438356164384,1.51882648401826,2.09449703886648e-19,11
0.0316438356164384,1.51917808219178,1.42962045965936e-19,11
0.0316438356164384,1.5195296803653,9.7313449712641e-20,11
0.0316438356164384,1.51988127853881,6.60603158628018e-20,11
0.0316438356164384,1.52023287671233,4.47225175081083e-20,11
0.0316438356164384,1.52058447488584,3.01946001478754e-20,11
0.0316438356164384,1.52093607305936,2.03304406356528e-20,11
0.0316438356164384,1.52128767123288,1.36512741929795e-20,11
0.0316438356164384,1.52163926940639,9.14113970337603e-21,11
0.0316438356164384,1.52199086757991,6.10404437543571e-21,11
0.0316438356164384,1.52234246575342,4.06454862651386e-21,11
0.0316438356164384,1.52269406392694,2.6987912595381e-21,11
0.0316438356164384,1.52304566210046,1.78678273149847e-21,11
0.0316438356164384,1.52339726027397,1.17950886524382e-21,11
0.0316438356164384,1.52374885844749,7.76314806697941e-22,11
0.0316438356164384,1.524100456621,5.094022455026e-22,11
0.0316438356164384,1.52445205479452,3.33233403474771e-22,11
0.0316438356164384,1.52480365296804,2.17309534379922e-22,11
0.0316438356164384,1.52515525114155,1.41263290181756e-22,11
0.0316438356164384,1.52550684931507,9.15330497214477e-23,11
0.0316438356164384,1.52585844748858,5.91156918131508e-23,11
0.0316438356164384,1.5262100456621,3.80524476329293e-23,11
0.0316438356164384,1.52656164383562,2.44116406374982e-23,11
0.0316438356164384,1.52691324200913,1.56072538959065e-23,11
0.0316438356164384,1.52726484018265,9.94381422388258e-24,11
0.0316438356164384,1.52761643835616,6.31334747043005e-24,11
0.0316438356164384,1.52796803652968,3.9942137052276e-24,11
0.0316438356164384,1.5283196347032,2.51799114210468e-24,11
0.0316438356164384,1.52867123287671,1.58167237791806e-24,11
0.0316438356164384,1.52902283105023,9.89938634681086e-25,11
0.0316438356164384,1.52937442922374,6.17335601437673e-25,11
0.0316438356164384,1.52972602739726,3.83574336205289e-25,11
0.0316438356164384,1.53007762557078,2.37459093433112e-25,11
0.0316438356164384,1.53042922374429,1.46466068904952e-25,11
0.0316438356164384,1.53078082191781,9.00107054349375e-26,11
0.0316438356164384,1.53113242009132,5.5114039072824e-26,11
0.0316438356164384,1.53148401826484,3.36236844473318e-26,11
0.0316438356164384,1.53183561643836,2.04385185771357e-26,11
0.0316438356164384,1.53218721461187,1.23789159484969e-26,11
0.0316438356164384,1.53253881278539,7.47058916007223e-27,11
0.0316438356164384,1.5328904109589,4.49239493986958e-27,11
0.0316438356164384,1.53324200913242,2.69194013981126e-27,11
0.0316438356164384,1.53359360730594,1.60743148072093e-27,11
0.0316438356164384,1.53394520547945,9.56524023011982e-28,11
0.0316438356164384,1.53429680365297,5.67249027166009e-28,11
0.0316438356164384,1.53464840182648,3.3526286319225e-28,11
0.0316438356164384,1.535,1.97492830339093e-28,11
0.0324200913242009,1.458,0.00500351309034573,7.68154174303914
0.0324200913242009,1.45835159817352,0.00559105134332858,7.52055250396582
0.0324200913242009,1.45870319634703,0.00622304187163426,7.365269845089
0.0324200913242009,1.45905479452055,0.00689935432396969,7.21567479959091
0.0324200913242009,1.45940639269406,0.00761927859960097,7.07175669931377
0.0324200913242009,1.45975799086758,0.00838145837610134,6.9335133561496
0.0324200913242009,1.4601095890411,0.00918382859588798,6.80095109923228
0.0324200913242009,1.46046118721461,0.0100235594526006,6.67408466684302
0.0324200913242009,1.46081278538813,0.0108970097054449,6.55293695618555
0.0324200913242009,1.46116438356164,0.0117996923546334,6.43753863826286
0.0324200913242009,1.46151598173516,0.0127262558017837,6.32792764879526
0.0324200913242009,1.46186757990868,0.0136704835653292,6.22414856927268
0.0324200913242009,1.46221917808219,0.0146253153971405,6.12625191469645
0.0324200913242009,1.46257077625571,0.0155828922347299,6.0342933462579
0.0324200913242009,1.46292237442922,0.0165346268162606,5.94833282808136
0.0324200913242009,1.46327397260274,0.0174713009882151,5.86843374725577
0.0324200913242009,1.46362557077626,0.018383189767366,5.79466201575235
0.0324200913242009,1.46397716894977,0.0192602111133745,5.72708517158486
0.0324200913242009,1.46432876712329,0.0200920991736801,5.66577149483563
0.0324200913242009,1.4646803652968,0.020868597537828,5.61078915209201
0.0324200913242009,1.46503196347032,0.0215796678524148,5.5622053805512
0.0324200913242009,1.46538356164384,0.0222157080732636,5.52008572069731
0.0324200913242009,1.46573515981735,0.0227677737409453,5.48449330414768
0.0324200913242009,1.46608675799087,0.0232277950262752,5.4554882011064
0.0324200913242009,1.46643835616438,0.0235887819599569,5.43312682992881
