"PC1","PC2","probability","gibbs_energy"
0.02,1.4822602739726,1.33516218473299e-06,11
0.02,1.48261187214612,1.08089378474855e-06,11
0.02,1.48296347031963,8.71285502839993e-07,11
0.02,1.48331506849315,6.99299216966698e-07,11
0.02,1.48366666666667,5.58839485246173e-07,11
0.02,1.48401826484018,4.44660804676341e-07,11
0.02,1.4843698630137,3.52277133428475e-07,11
0.02,1.48472146118721,2.77875295606205e-07,11
0.02,1.48507305936073,2.18233449247124e-07,11
0.02,1.48542465753425,1.70645416615368e-07,11
0.02,1.48577625570776,1.32851351299667e-07,11
0.02,1.48612785388128,1.02974947797887e-07,11
0.02,1.48647945205479,7.94671829015743e-08,11
0.02,1.48683105022831,6.10564098626227e-08,11
0.02,1.48718264840183,4.67045008406734e-08,11
0.02,1.48753424657534,3.55686449377095e-08,11
0.02,1.48788584474886,2.69683526006817e-08,11
0.02,1.48823744292237,2.03571868534823e-08,11
0.02,1.48858904109589,1.52987325877688e-08,11
0.02,1.48894063926941,1.14463223327438e-08,11
0.02,1.48929223744292,8.52605639916301e-09,11
0.02,1.48964383561644,6.32268347064805e-09,11
0.02,1.48999543378995,4.66794157379407e-09,11
0.02,1.49034703196347,3.43099641299711e-09,11
0.02,1.49069863013699,2.51065232141399e-09,11
0.02,1.4910502283105,1.82904902305111e-09,11
0.02,1.49140182648402,1.3265938862663e-09,11
0.02,1.49175342465753,9.57913579928954e-10,11
0.02,1.49210502283105,6.88640507697972e-10,11
0.02,1.49245662100457,4.92877811515883e-10,11
0.02,1.49280821917808,3.51212001883302e-10,11
0.02,1.4931598173516,2.49164426878757e-10,11
0.02,1.49351141552511,1.75991970979985e-10,11
0.02,1.49386301369863,1.23763783056492e-10,11
0.02,1.49421461187215,8.66547164813215e-11,11
0.02,1.49456621004566,6.04077898612051e-11,11
0.02,1.49491780821918,4.19276158111585e-11,11
0.02,1.49526940639269,2.89746617979743e-11,11
0.02,1.49562100456621,1.99366503780667e-11,11
0.02,1.49597260273973,1.365860468404e-11,11
0.02,1.49632420091324,9.31720393104066e-12,11
0.02,1.49667579908676,6.32841374948759e-12,11
0.02,1.49702739726027,4.2799538864636e-12,11
0.02,1.49737899543379,2.88219489916562e-12,11
0.02,1.49773059360731,1.93264840972067e-12,11
0.02,1.49808219178082,1.2904258482944e-12,11
0.02,1.49843378995434,8.57965243324848e-13,11
0.02,1.49878538812785,5.6802698351086e-13,11
0.02,1.49913698630137,3.74487801892803e-13,11
0.02,1.49948858447489,2.45857506128351e-13,11
0.02,1.4998401826484,1.60736735644398e-13,11
0.02,1.50019178082192,1.04650907730534e-13,11
0.02,1.50054337899543,6.78546076433842e-14,11
0.02,1.50089497716895,4.38166411450963e-14,11
0.02,1.50124657534247,2.81799672725032e-14,11
0.02,1.50159817351598,1.80512018456464e-14,11
0.02,1.5019497716895,1.15176546948533e-14,11
0.02,1.50230136986301,7.32064378890541e-15,11
0.02,1.50265296803653,4.6355953047598e-15,11
0.02,1.50300456621005,2.92474108342611e-15,11
0.02,1.50335616438356,1.83892177773094e-15,11
0.02,1.50370776255708,1.15243927785425e-15,11
0.02,1.50405936073059,7.20041397738463e-16,11
0.02,1.50441095890411,4.4865468426138e-16,11
0.02,1.50476255707763,2.78896521470194e-16,11
0.02,1.50511415525114,1.73040064832715e-16,11
0.02,1.50546575342466,1.07216349665062e-16,11
0.02,1.50581735159817,6.63852349860787e-17,11
0.02,1.50616894977169,4.110697581393e-17,11
0.02,1.50652054794521,2.54791796119798e-17,11
0.02,1.50687214611872,1.58244258438777e-17,11
0.02,1.50722374429224,9.85913097157789e-18,11
0.02,1.50757534246575,6.16949305031259e-18,11
0.02,1.50792694063927,3.88247417548859e-18,11
0.02,1.50827853881279,2.46009237514575e-18,11
0.02,1.5086301369863,1.57132319937504e-18,11
0.02,1.50898173515982,1.01263302841226e-18,11
0.02,1.50933333333333,6.58855551347241e-19,11
0.02,1.50968493150685,4.32922495591857e-19,11
0.02,1.51003652968037,2.87263901264873e-19,11
0.02,1.51038812785388,1.92404706478482e-19,11
0.02,1.5107397260274,1.29984413591559e-19,11
0.02,1.51109132420091,8.84874919378511e-20,11
0.02,1.51144292237443,6.06312140687194e-20,11
0.02,1.51179452054795,4.1765238269543e-20,11
0.02,1.51214611872146,2.88883069139141e-20,11
0.02,1.51249771689498,2.00414556632348e-20,11
0.02,1.51284931506849,1.3931287998422e-20,11
0.02,1.51320091324201,9.69425260128729e-21,11
0.02,1.51355251141553,6.74774332086622e-21,11
0.02,1.51390410958904,4.69500796469226e-21,11
0.02,1.51425570776256,3.26368509591873e-21,11
0.02,1.51460730593607,2.26557091091503e-21,11
0.02,1.51495890410959,1.56994661460006e-21,11
0.02,1.51531050228311,1.08567913603056e-21,11
0.02,1.51566210045662,7.49074558176963e-22,11
0.02,1.51601369863014,5.15554345601576e-22,11
0.02,1.51636529680365,3.5390437529455e-22,11
0.02,1.51671689497717,2.42275580602955e-22,11
0.02,1.51706849315068,1.65389088378591e-22,11
0.02,1.5174200913242,1.12576469318919e-22,11
0.02,1.51777168949772,7.64027375536593e-23,11
0.02,1.51812328767123,5.16979214226506e-23,11
0.02,1.51847488584475,3.48759943520242e-23,11
0.02,1.51882648401826,2.345627912755e-23,11
0.02,1.51917808219178,1.57276081815315e-23,11
0.02,1.5195296803653,1.05131066494507e-23,11
0.02,1.51988127853881,7.00582603174652e-24,11
0.02,1.52023287671233,4.65418308555817e-24,11
0.02,1.52058447488584,3.08233578168658e-24,11
0.02,1.52093607305936,2.03500599325058e-24,11
0.02,1.52128767123288,1.33936137751808e-24,11
0.02,1.52163926940639,8.78766132326744e-25,11
0.02,1.52199086757991,5.74763788289728e-25,11
0.02,1.52234246575342,3.74751187729679e-25,11
0.02,1.52269406392694,2.43574045292629e-25,11
0.02,1.52304566210046,1.57815642296225e-25,11
0.02,1.52339726027397,1.01928736050785e-25,11
0.02,1.52374885844749,6.56246693426573e-26,11
0.02,1.524100456621,4.21170277522408e-26,11
0.02,1.52445205479452,2.69441495108371e-26,11
0.02,1.52480365296804,1.7182383788322e-26,11
0.02,1.52515525114155,1.09222084958427e-26,11
0.02,1.52550684931507,6.92056496347696e-27,11
0.02,1.52585844748858,4.37091773744882e-27,11
0.02,1.5262100456621,2.75169147777529e-27,11
0.02,1.52656164383562,1.72670841730105e-27,11
0.02,1.52691324200913,1.08000739091174e-27,11
0.02,1.52726484018265,6.73316705287205e-28,11
0.02,1.52761643835616,4.18401960523437e-28,11
0.02,1.52796803652968,2.59147293342526e-28,11
0.02,1.5283196347032,1.59983640461645e-28,11
0.02,1.52867123287671,9.84414541143491e-29,11
0.02,1.52902283105023,6.03742827072954e-29,11
0.02,1.52937442922374,3.69059012263982e-29,11
0.02,1.52972602739726,2.2485795510698e-29,11
0.02,1.53007762557078,1.36548980227877e-29,11
0.02,1.53042922374429,8.26486943710526e-30,11
0.02,1.53078082191781,4.98598372488833e-30,11
0.02,1.53113242009132,2.99801258880132e-30,11
0.02,1.53148401826484,1.79673742713356e-30,11
0.02,1.53183561643836,1.07326157850904e-30,11
0.02,1.53218721461187,6.38995778754786e-31,11
0.02,1.53253881278539,3.79196085086949e-31,11
0.02,1.5328904109589,2.24287729346287e-31,11
0.02,1.53324200913242,1.3222868838414e-31,11
0.02,1.53359360730594,7.77011351822213e-32,11
0.02,1.53394520547945,4.55107289030273e-32,11
0.02,1.53429680365297,2.65698104834764e-32,11
0.02,1.53464840182648,1.54616213134734e-32,11
0.02,1.535,8.96844886736223e-33,11
0.0207762557077626,1.458,0.000109237525738676,11
0.0207762557077626,1.45835159817352,0.000119512359496751,11
0.0207762557077626,1.45870319634703,0.000130203891402776,11
0.0207762557077626,1.45905479452055,0.000141256067153367,11
0.0207762557077626,1.45940639269406,0.000152603074583629,11
0.0207762557077626,1.45975799086758,0.000164169582271083,11
0.0207762557077626,1.4601095890411,0.000175871201382831,11
0.0207762557077626,1.46046118721461,0.000187615181224514,11
0.0207762557077626,1.46081278538813,0.000199301343268859,11
0.0207762557077626,1.46116438356164,0.000210823251902664,11
0.0207762557077626,1.46151598173516,0.000222069612870688,11
0.0207762557077626,1.46186757990868,0.000232925882609863,11
0.0207762557077626,1.46221917808219,0.000243276063611808,11
0.0207762557077626,1.46257077625571,0.0002530046529318,11
0.0207762557077626,1.46292237442922,0.000261998703328761,11
0.0207762557077626,1.46327397260274,0.000270149949649967,11
0.0207762557077626,1.46362557077626,0.000277356947352888,11
0.0207762557077626,1.46397716894977,0.000283527165855997,11
0.0207762557077626,1.46432876712329,0.000288578977064309,11
0.0207762557077626,1.4646803652968,0.000292443479192565,11
0.0207762557077626,1.46503196347032,0.000295066098091819,11
0.0207762557077626,1.46538356164384,0.000296407912748455,11
0.0207762557077626,1.46573515981735,0.000296446658423303,11
0.0207762557077626,1.46608675799087,0.000295177369859398,11
0.0207762557077626,1.46643835616438,0.000292612637811326,11
0.0207762557077626,1.4667899543379,0.000288782464423112,11
0.0207762557077626,1.46714155251142,0.000283733716194989,11
0.0207762557077626,1.46749315068493,0.000277529186851751,11
0.0207762557077626,1.46784474885845,0.000270246295739541,11
0.0207762557077626,1.46819634703196,0.000261975459814753,11
0.0207762557077626,1.46854794520548,0.000252818188264957,11
0.0207762557077626,1.468899543379,0.000242884957805547,11
0.0207762557077626,1.46925114155251,0.00023229293331703,11
0.0207762557077626,1.46960273972603,0.000221163602443493,11
0.0207762557077626,1.46995433789954,0.000209620393921687,11
0.0207762557077626,1.47030593607306,0.000197786347761515,11
0.0207762557077626,1.47065753424658,0.00018578190110566,11
0.0207762557077626,1.47100913242009,0.000173722846946122,11
0.0207762557077626,1.47136073059361,0.000161718514266206,11
0.0207762557077626,1.47171232876712,0.000149870208091071,11
0.0207762557077626,1.47206392694064,0.000138269936902467,11
0.0207762557077626,1.47241552511416,0.00012699944345665,11
0.0207762557077626,1.47276712328767,0.000116129543778393,11
0.0207762557077626,1.47311872146119,0.000105719768481966,11
0.0207762557077626,1.4734703196347,9.58182910181719e-05,11
0.0207762557077626,1.47382191780822,8.64621193010517e-05,11
0.0207762557077626,1.47417351598174,7.76775206668213e-05,11
0.0207762557077626,1.47452511415525,6.94806453930595e-05,11
0.0207762557077626,1.47487671232877,6.18783110890694e-05,11
0.0207762557077626,1.47522831050228,5.48689090969176e-05,11
0.0207762557077626,1.4755799086758,4.84433944739965e-05,11
0.0207762557077626,1.47593150684932,4.25863229577285e-05,11
0.0207762557077626,1.47628310502283,3.72769012916165e-05,11
0.0207762557077626,1.47663470319635,3.24900211459071e-05,11
0.0207762557077626,1.47698630136986,2.81972513146414e-05,11
0.0207762557077626,1.47733789954338,2.43677676433292e-05,11
0.0207762557077626,1.47768949771689,2.09692049896071e-05,11
0.0207762557077626,1.47804109589041,1.7968420228397e-05,11
0.0207762557077626,1.47839269406393,1.53321597075101e-05,11
0.0207762557077626,1.47874429223744,1.30276285065506e-05,11
0.0207762557077626,1.47909589041096,1.10229622614019e-05,11
0.0207762557077626,1.47944748858447,9.28760513842452e-06,11
0.0207762557077626,1.47979908675799,7.79259976299139e-06,11
0.0207762557077626,1.48015068493151,6.51079654217952e-06,11
0.0207762557077626,1.48050228310502,5.41699091144421e-06,11
0.0207762557077626,1.48085388127854,4.4879976369878e-06,11
0.0207762557077626,1.48120547945205,3.70267148746067e-06,11
0.0207762557077626,1.48155707762557,3.04188342409844e-06,11
0.0207762557077626,1.48190867579909,2.48846102130594e-06,11
0.0207762557077626,1.4822602739726,2.02710119088488e-06,11
0.0207762557077626,1.48261187214612,1.6442625072333e-06,11
0.0207762557077626,1.48296347031963,1.32804357485059e-06,11
0.0207762557077626,1.48331506849315,1.06805299132576e-06,11
0.0207762557077626,1.48366666666667,8.55275577596169e-07,11
0.0207762557077626,1.48401826484018,6.81938702635199e-07,11
0.0207762557077626,1.4843698630137,5.41381743726573e-07,11
0.0207762557077626,1.48472146118721,4.27931010680403e-07,11
0.0207762557077626,1.48507305936073,3.36781831162762e-07,11
0.0207762557077626,1.48542465753425,2.63888948106359e-07,11
0.0207762557077626,1.48577625570776,2.05865918304268e-07,11
0.0207762557077626,1.48612785388128,1.59893820159123e-07,11
0.0207762557077626,1.48647945205479,1.23639272438682e-07,11
0.0207762557077626,1.48683105022831,9.51815277010916e-08,11
0.0207762557077626,1.48718264840183,7.29482259665117e-08,11
0.0207762557077626,1.48753424657534,5.56592681381801e-08,11
0.0207762557077626,1.48788584474886,4.2278186634593e-08,11
0.0207762557077626,1.48823744292237,3.19703450782424e-08,11
0.0207762557077626,1.48858904109589,2.40672826557665e-08,11
0.0207762557077626,1.48894063926941,1.80365255548338e-08,11
0.0207762557077626,1.48929223744292,1.34562120727893e-08,11
0.0207762557077626,1.48964383561644,9.99391471565324e-09,11
0.0207762557077626,1.48999543378995,7.38908774488852e-09,11
0.0207762557077626,1.49034703196347,5.43861877338851e-09,11
0.0207762557077626,1.49069863013699,3.98501540713571e-09,11
0.0207762557077626,1.4910502283105,2.9068104148519e-09,11
0.0207762557077626,1.49140182648402,2.1108198489329e-09,11
0.0207762557077626,1.49175342465753,1.52593675600147e-09,11
0.0207762557077626,1.49210502283105,1.09818780772129e-09,11
0.0207762557077626,1.49245662100457,7.86820873451557e-10,11
0.0207762557077626,1.49280821917808,5.61228022843682e-10,11
0.0207762557077626,1.4931598173516,3.98540665184802e-10,11
0.0207762557077626,1.49351141552511,2.8176162932838e-10,11
0.0207762557077626,1.49386301369863,1.98323196243846e-10,11
0.0207762557077626,1.49421461187215,1.38980718721498e-10,11
0.0207762557077626,1.49456621004566,9.69688433807677e-11,11
0.0207762557077626,1.49491780821918,6.73618497471578e-11,11
0.0207762557077626,1.49526940639269,4.65915996905071e-11,11
0.0207762557077626,1.49562100456621,3.20863937145801e-11,11
0.0207762557077626,1.49597260273973,2.20019810052921e-11,11
0.0207762557077626,1.49632420091324,1.50223615258846e-11,11
0.0207762557077626,1.49667579908676,1.0213112851916e-11,11
0.0207762557077626,1.49702739726027,6.91400148778404e-12,11
0.0207762557077626,1.49737899543379,4.66079608428693e-12,11
0.0207762557077626,1.49773059360731,3.12865650345079e-12,11
0.0207762557077626,1.49808219178082,2.09136906814515e-12,11
0.0207762557077626,1.49843378995434,1.39215132229804e-12,11
0.0207762557077626,1.49878538812785,9.22854711427904e-13,11
0.0207762557077626,1.49913698630137,6.09228032914827e-13,11
0.0207762557077626,1.49948858447489,4.00530147816988e-13,11
0.0207762557077626,1.4998401826484,2.62246301294094e-13,11
0.0207762557077626,1.50019178082192,1.71006930672068e-13,11
0.0207762557077626,1.50054337899543,1.11060956181838e-13,11
0.0207762557077626,1.50089497716895,7.18402962739286e-14,11
0.0207762557077626,1.50124657534247,4.62863343916043e-14,11
0.0207762557077626,1.50159817351598,2.97056266601427e-14,11
0.0207762557077626,1.5019497716895,1.89913048381447e-14,11
0.0207762557077626,1.50230136986301,1.20958708102791e-14,11
0.0207762557077626,1.50265296803653,7.67592897623614e-15,11
0.0207762557077626,1.50300456621005,4.85392377432223e-15,11
0.0207762557077626,1.50335616438356,3.05910394742352e-15,11
0.0207762557077626,1.50370776255708,1.92186844314484e-15,11
0.0207762557077626,1.50405936073059,1.20390408106434e-15,11
0.0207762557077626,1.50441095890411,7.52204746539794e-16,11
0.0207762557077626,1.50476255707763,4.68948410591549e-16,11
0.0207762557077626,1.50511415525114,2.91853670597362e-16,11
0.0207762557077626,1.50546575342466,1.81428648630097e-16,11
0.0207762557077626,1.50581735159817,1.12731528046303e-16,11
0.0207762557077626,1.50616894977169,7.00704429652588e-17,11
0.0207762557077626,1.50652054794521,4.36094032632511e-17,11
0.0207762557077626,1.50687214611872,2.72044411623076e-17,11
0.0207762557077626,1.50722374429224,1.70301112665546e-17,11
0.0207762557077626,1.50757534246575,1.0711419159535e-17,11
0.0207762557077626,1.50792694063927,6.77749873399607e-18,11
0.0207762557077626,1.50827853881279,4.31918883301405e-18,11
0.0207762557077626,1.5086301369863,2.77525304628901e-18,11
0.0207762557077626,1.50898173515982,1.79941026839312e-18,11
0.0207762557077626,1.50933333333333,1.17791459064005e-18,11
0.0207762557077626,1.50968493150685,7.78626736416254e-19,11
0.0207762557077626,1.51003652968037,5.19628649209436e-19,11
0.0207762557077626,1.51038812785388,3.49922748090178e-19,11
0.0207762557077626,1.5107397260274,2.37579636590243e-19,11
0.0207762557077626,1.51109132420091,1.6246390015773e-19,11
0.0207762557077626,1.51144292237443,1.11767520842477e-19,11
0.0207762557077626,1.51179452054795,7.72625494852185e-20,11
0.0207762557077626,1.51214611872146,5.36059414076586e-20,11
0.0207762557077626,1.51249771689498,3.72886227299902e-20,11
0.0207762557077626,1.51284931506849,2.59797279433653e-20,11
0.0207762557077626,1.51320091324201,1.81140459011862e-20,11
0.0207762557077626,1.51355251141553,1.26299070286383e-20,11
0.0207762557077626,1.51390410958904,8.80077308327411e-21,11
0.0207762557077626,1.51425570776256,6.1257037418346e-21,11
0.0207762557077626,1.51460730593607,4.25720893349086e-21,11
0.0207762557077626,1.51495890410959,2.95312660839159e-21,11
0.0207762557077626,1.51531050228311,2.04414196207691e-21,11
0.0207762557077626,1.51566210045662,1.4116273404972e-21,11
0.0207762557077626,1.51601369863014,9.72382531006213e-22,11
0.0207762557077626,1.51636529680365,6.68046159543175e-22,11
0.0207762557077626,1.51671689497717,4.57704379463185e-22,11
0.0207762557077626,1.51706849315068,3.12708850841943e-22,11
0.0207762557077626,1.5174200913242,2.13033068736262e-22,11
0.0207762557077626,1.51777168949772,1.44706170985833e-22,11
0.0207762557077626,1.51812328767123,9.80045943410646e-23,11
0.0207762557077626,1.51847488584475,6.61781945664854e-23,11
0.0207762557077626,1.51882648401826,4.4553810372168e-23,11
0.0207762557077626,1.51917808219178,2.99054591924472e-23,11
0.0207762557077626,1.5195296803653,2.00127734852174e-23,11
0.0207762557077626,1.51988127853881,1.3352160866646e-23,11
0.0207762557077626,1.52023287671233,8.8813711766341e-24,11
0.0207762557077626,1.52058447488584,5.88965062579735e-24,11
0.0207762557077626,1.52093607305936,3.89382904870649e-24,11
0.0207762557077626,1.52128767123288,2.56648435964177e-24,11
0.0207762557077626,1.52163926940639,1.6864403209601e-24,11
0.0207762557077626,1.52199086757991,1.1047646198886e-24,11
0.0207762557077626,1.52234246575342,7.21490018539234e-25,11
0.0207762557077626,1.52269406392694,4.69729236869417e-25,11
0.0207762557077626,1.52304566210046,3.04870927328722e-25,11
0.0207762557077626,1.52339726027397,1.97255729271685e-25,11
0.0207762557077626,1.52374885844749,1.27227824667543e-25,11
0.0207762557077626,1.524100456621,8.18025394445121e-26,11
0.0207762557077626,1.52445205479452,5.24296274338986e-26,11
0.0207762557077626,1.52480365296804,3.34969270972297e-26,11
0.0207762557077626,1.52515525114155,2.13326189870997e-26,11
0.0207762557077626,1.52550684931507,1.35421359498191e-26,11
0.0207762557077626,1.52585844748858,8.56893340986415e-27,11
0.0207762557077626,1.5262100456621,5.40450499915979e-27,11
0.0207762557077626,1.52656164383562,3.39756513533381e-27,11
0.0207762557077626,1.52691324200913,2.12890269406288e-27,11
0.0207762557077626,1.52726484018265,1.32957785652183e-27,11
0.0207762557077626,1.52761643835616,8.27629355303952e-28,11
0.0207762557077626,1.52796803652968,5.13472086180136e-28,11
0.0207762557077626,1.5283196347032,3.17505941707954e-28,11
0.0207762557077626,1.52867123287671,1.95675634492852e-28,11
0.0207762557077626,1.52902283105023,1.20189896145437e-28,11
0.0207762557077626,1.52937442922374,7.3577086911134e-29,11
0.0207762557077626,1.52972602739726,4.48909129025893e-29,11
0.0207762557077626,1.53007762557078,2.72969434523837e-29,11
0.0207762557077626,1.53042922374429,1.65427834331382e-29,11
0.0207762557077626,1.53078082191781,9.99176280339049e-30,11
0.0207762557077626,1.53113242009132,6.01471894912644e-30,11
0.0207762557077626,1.53148401826484,3.60852492686635e-30,11
0.0207762557077626,1.53183561643836,2.15768181291508e-30,11
0.0207762557077626,1.53218721461187,1.28585287362227e-30,11
0.0207762557077626,1.53253881278539,7.63738842115853e-31,11
0.0207762557077626,1.5328904109589,4.52118583039398e-31,11
0.0207762557077626,1.53324200913242,2.66758621147871e-31,11
0.0207762557077626,1.53359360730594,1.56873099618695e-31,11
0.0207762557077626,1.53394520547945,9.19492431665106e-32,11
0.0207762557077626,1.53429680365297,5.37184759816404e-32,11
0.0207762557077626,1.53464840182648,3.1281068105268e-32,11
0.0207762557077626,1.535,1.81563535108272e-32,11
0.0215525114155251,1.458,0.000148481064228753,11
0.0215525114155251,1.45835159817352,0.000162651901192681,11
0.0215525114155251,1.45870319634703,0.000177437230876339,11
0.0215525114155251,1.45905479452055,0.000192766050408584,11
0.0215525114155251,1.45940639269406,0.00020855376242729,11
0.0215525114155251,1.45975799086758,0.000224702288666854,11
0.0215525114155251,1.4601095890411,0.000241100473475034,11
0.0215525114155251,1.46046118721461,0.000257624799778276,11
0.0215525114155251,1.46081278538813,0.000274140433764887,11
0.0215525114155251,1.46116438356164,0.000290502606750697,11
0.0215525114155251,1.46151598173516,0.000306558333397633,11
0.0215525114155251,1.46186757990868,0.000322148454842473,11
0.0215525114155251,1.46221917808219,0.000337109983641615,11
0.0215525114155251,1.46257077625571,0.000351278715141084,11
0.0215525114155251,1.46292237442922,0.000364492057439341,11
0.0215525114155251,1.46327397260274,0.000376592020108708,11
0.0215525114155251,1.46362557077626,0.000387428290925985,11
0.0215525114155251,1.46397716894977,0.000396861320701613,11
0.0215525114155251,1.46432876712329,0.000404765329539043,11
0.0215525114155251,1.4646803652968,0.000411031144082819,11
0.0215525114155251,1.46503196347032,0.000415568774994242,11
0.0215525114155251,1.46538356164384,0.000418309647338438,11
0.0215525114155251,1.46573515981735,0.000419208403897641,11
0.0215525114155251,1.46608675799087,0.000418244212547791,11
0.0215525114155251,1.46643835616438,0.000415421523430774,11
0.0215525114155251,1.4667899543379,0.000410770239186758,11
0.0215525114155251,1.46714155251142,0.000404345281249029,11
0.0215525114155251,1.46749315068493,0.000396225556259385,11
0.0215525114155251,1.46784474885845,0.000386512348041774,11
0.0215525114155251,1.46819634703196,0.000375327181235433,11
0.0215525114155251,1.46854794520548,0.000362809221615238,11
0.0215525114155251,1.468899543379,0.00034911229437988,11
0.0215525114155251,1.46925114155251,0.000334401614473649,11
0.0215525114155251,1.46960273972603,0.000318850331725711,11
0.0215525114155251,1.46995433789954,0.000302635997870414,11
0.0215525114155251,1.47030593607306,0.00028593706223397,11
0.0215525114155251,1.47065753424658,0.00026892949816744,11
0.0215525114155251,1.47100913242009,0.000251783653543925,11
0.0215525114155251,1.47136073059361,0.000234661406395034,11
0.0215525114155251,1.47171232876712,0.000217713691780301,11
0.0215525114155251,1.47206392694064,0.000201078449114911,11
0.0215525114155251,1.47241552511416,0.000184879021332678,11
0.0215525114155251,1.47276712328767,0.000169223019337227,11
0.0215525114155251,1.47311872146119,0.000154201648039392,11
0.0215525114155251,1.4734703196347,0.000139889474636865,11
0.0215525114155251,1.47382191780822,0.000126344606264555,11
0.0215525114155251,1.47417351598174,0.00011360923317151,11
0.0215525114155251,1.47452511415525,0.000101710485425968,11
0.0215525114155251,1.47487671232877,9.06615459052808e-05,11
0.0215525114155251,1.47522831050228,8.04629599227339e-05,11
0.0215525114155251,1.4755799086758,7.11040820679986e-05,11
0.0215525114155251,1.47593150684932,6.25646033720964e-05,11
0.0215525114155251,1.47628310502283,5.48161063500279e-05,11
0.0215525114155251,1.47663470319635,4.78236013786761e-05,11
0.0215525114155251,1.47698630136986,4.15470047719668e-05,11
0.0215525114155251,1.47733789954338,3.59425263724731e-05,11
0.0215525114155251,1.47768949771689,3.09639420776133e-05,11
0.0215525114155251,1.47804109589041,2.65637341042141e-05,11
0.0215525114155251,1.47839269406393,2.26940886777949e-05,11
0.0215525114155251,1.47874429223744,1.9307746995231e-05,11
0.0215525114155251,1.47909589041096,1.6358710606395e-05,11
0.0215525114155251,1.47944748858447,1.38028067139423e-05,11
0.0215525114155251,1.47979908675799,1.15981222831601e-05,11
0.0215525114155251,1.48015068493151,9.70531831753797e-06,11
0.0215525114155251,1.48050228310502,8.08783726138999e-06,11
0.0215525114155251,1.48085388127854,6.71201733615337e-06,11
0.0215525114155251,1.48120547945205,5.54712781635309e-06,11
0.0215525114155251,1.48155707762557,4.56533892601215e-06,11
0.0215525114155251,1.48190867579909,3.74163930664391e-06,11
0.0215525114155251,1.4822602739726,3.05371298713883e-06,11
0.0215525114155251,1.48261187214612,2.48178657540249e-06,11
